question,answer_llm,answer_orig,document
What's the difference between how OpenRouter and OpenAI handle insufficient quota errors?,"# Difference Between OpenRouter and OpenAI Quota Error Handling

Based on the provided context, here are the key differences:

## OpenAI
- Returns a **429 error (RateLimitError)** with code `insufficient_quota` when you exceed your quota
- The error occurs **after** the model has already processed the request
- Error message: `""You exceeded your current quota, please check your plan and billing details""`

## OpenRouter
- Returns a **402 error (APIStatusError)** when quota limits are insufficient
- This happens **before** the model runs - it's a pre-flight check
- The error occurs because OpenRouter bills/limits checks against the **maximum possible output tokens** (which can be very large, around 65536 tokens)
- A free or low-quota key can be rejected before the model even executes

## Key Practical Difference

The main difference is **timing and prevention**:
- **OpenAI**: Charges you and then tells you that you exceeded quota (reactive)
- **OpenRouter**: Checks your quota against the max possible tokens upfront and rejects the request before running (proactive)

## Solution for OpenRouter

To fix the 402 error on OpenRouter, you need to explicitly set a reasonable `max_output_tokens` limit (e.g., 1024) in your `responses.create()` call, which prevents the pre-flight check from rejecting your request due to insufficient quota for the theoretical maximum output.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
Should I set max_output_tokens to a specific value and does it matter for the homework?,"Based on the context provided, **yes, you should set `max_output_tokens` to a specific value, and it does matter for the homework.**

Here's what you need to know:

## Why it matters:
- OpenRouter checks billing/limits against the maximum possible output tokens, which can be very large (~65536 tokens)
- If you don't specify `max_output_tokens`, a free or low-limit key may be rejected with a **402 error** before the model even runs
- This is different from OpenAI's typical 429 error handling

## What to set it to:
- **Use `max_output_tokens=1024`** for Module 1 homework
- This is sufficient for homework answers
- You can raise it later if needed for other tasks

## How to implement it:
Depending on your setup, add it to:

**For `rag_helper.py` or direct API calls:**
```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

**For ToyAIKit (Module 1 Q6):**
```python
llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

Setting this parameter properly will help you avoid 402 errors and ensure your homework runs successfully.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
What should I check if adding max_output_tokens didn't solve my OpenRouter 402 problem?,"# What to Check if Adding max_output_tokens Didn't Solve Your OpenRouter 402 Problem

If adding `max_output_tokens` didn't resolve your 402 error, check these three things in order:

## 1. **Verify Your `.env` Configuration**
Confirm that your `.env` file correctly points to OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

## 2. **Check Your OpenRouter Account**
Visit https://openrouter.ai/settings/keys and verify:
- Your API key's rate limit
- Your remaining credits

## 3. **Use a Pinned Model**
Prefer a specific pinned model (like `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to different models with varying limits.

---

**Note:** If you still encounter issues after these checks, double-check that your model and endpoint configuration are correct, your API key is valid, and you have sufficient credits available. This 402 behavior is specific to OpenRouter and differs from OpenAI's typical 429 handling for insufficient quota.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
Should I use the original documents or the split chunks when building my search index for the RAG pipeline?,"# Answer

You should use the **split chunks** when building your search index for the RAG pipeline.

According to the Module 1 homework guidance:

```python
index.fit(chunks)  # ✓ Correct
```

Not the original documents:

```python
index.fit(documents)  # ✗ Incorrect
```

**Why?** Building the index on chunks allows the RAG pipeline to:
- Retrieve only the most relevant chunks (not entire documents)
- Reduce the amount of context sent to the model
- Improve retrieval accuracy by keeping related information together

This is a key principle of RAG: you want to be selective about what context gets included in the prompt to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why does it matter whether I fit my index on the full documents versus the chunked versions?,"# Answer

Whether you fit your index on full documents versus chunked versions matters **significantly** for the effectiveness of your RAG pipeline:

## Key Reasons:

1. **Context Window Optimization**: When you fit the index on chunks, the retrieval system can return only the most relevant portions of your documents. This reduces the amount of context sent to the language model, making it more efficient and cost-effective.

2. **Retrieval Accuracy**: Chunking helps keep related context together, which improves the relevance of what gets retrieved. Searching against full documents means the retrieval system has to match against much larger units of text, which can dilute relevance signals.

3. **RAG Pipeline Efficiency**: The entire purpose of using chunks in RAG is to be selective about what context enters the model's prompt. If you index the full documents instead, you lose this benefit—you'll end up passing large amounts of potentially irrelevant text to the model.

## The Correct Approach:

```python
# Correct - index the chunks
index.fit(chunks)

# Incorrect - don't do this
index.fit(documents)
```

By fitting on `chunks`, your RAG pipeline retrieves small, focused pieces of information that are more likely to be relevant to the query, rather than entire documents that may contain lots of irrelevant material.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How do I actually set up my index to use chunks instead of the original records?,"# Setting Up Your Index to Use Chunks

To set up your index to use chunks instead of the original records, you need to **fit your search index on the chunked documents** rather than the original full documents.

Here's how:

```python
index.fit(chunks)
```

Instead of:

```python
index.fit(documents)
```

## Why This Matters

When you fit the index on `chunks`:
- The RAG pipeline retrieves relevant **chunks** instead of full documents
- Only those chunks are inserted into the prompt sent to the model
- This **reduces the amount of context** being passed to the language model, making it more efficient

So the key is: if your original records are in `documents` and your split records are in `chunks`, make sure you're calling `index.fit()` on the `chunks` variable, not on `documents`.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
What's the practical difference between retrieving full documents versus individual chunks in my RAG system?,"# Practical Difference: Full Documents vs. Individual Chunks in RAG

Based on the course context, here's the key practical difference:

## **Chunk-Based Retrieval (Recommended)**

When you index and retrieve **individual chunks**:
- You build your search index on the chunked documents, not the full originals
- The RAG pipeline retrieves only the **relevant chunks** and places them in the prompt
- **This reduces the amount of context sent to the model**, which means:
  - Lower token counts
  - Faster API calls
  - More focused, relevant information in the prompt

Example:
```python
index.fit(chunks)  # Index chunks, not full documents
```

## **Full Document Retrieval**

When you retrieve entire documents:
- You send much larger amounts of text to the model
- This increases token usage and costs
- May include irrelevant information that doesn't help answer the question

## **The Practical Impact**

The course emphasizes that chunking isn't just about making text shorter—it's about **making retrieval more accurate**. By retrieving only the relevant chunks:
- You stay within token budgets more efficiently
- The model receives focused context rather than being buried in information
- Your RAG system becomes more cost-effective and performant

So the bottom line: **chunk-based retrieval is more efficient and targeted**, while full document retrieval wastes resources on irrelevant content.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"If I point my RAG at the wrong index, what would happen to the prompt I send to the model?","# Answer

Based on the provided context, I don't have specific information about what would happen to your prompt if you point your RAG at the wrong index.

However, the context does explain what *should* happen when you point RAG at the **correct** index (the chunk index):

> ""Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.""

By inference, if you pointed your RAG at the **wrong** index (for example, the original full documents instead of chunks), the retrieval step would likely retrieve the wrong type of data, which would result in incorrect or irrelevant content being added to your prompt before it's sent to the model.

For a more detailed answer to your specific question, you might want to ask in the course Slack channel with details about your setup.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why is my answer slightly different from the options even though I followed the instructions correctly?,"Based on the context provided, here's why your answer might be slightly different from the options even though you followed the instructions correctly:

**Small differences are normal and expected.** According to the Module 1 Homework guidance, your numeric answer doesn't need to match the options exactly. If your answer is close to one of the options, you should choose the closest one.

Common reasons for slight differences include:

1. **Slightly different filtering** — variations in how data is filtered
2. **Different dataset versions** — you might be using a different version than expected
3. **Floating-point or rounding differences** — computational precision variations
4. **Different model/provider behavior** — if using APIs, slight variations in responses

**When to be concerned:**
If your answer is **far from every option**, then you should:
- Re-check the question wording
- Verify the dataset version you're using
- Review the GitHub homework instructions again

So in summary, small discrepancies are normal—just pick the closest matching option. Only investigate further if your answer is significantly different from all available options.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What should I do if my numeric result doesn't exactly match any of the given choices?,"Based on the provided context, here's what you should do if your numeric result doesn't exactly match any of the given choices:

## Choose the Closest Option

**If your answer is close to one of the options, select the closest one.** Small differences are expected and can occur due to:

- Slightly different filtering
- Different dataset versions
- Floating-point or rounding differences
- Different model/provider behavior

## If Your Answer is Far Off

If your answer is **far from every option**, you should:

1. **Re-check the question** - Make sure you understood it correctly
2. **Verify the dataset version** - Ensure you're using the correct data
3. **Review the GitHub homework instructions** - Check the official instructions for your module, as the course platform page may not have all the details

If you're still stuck after these checks, reach out for help on Slack with your code or command output (as text, not screenshots), following the course's asking questions guidelines.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Can small differences in calculations still count as correct answers on the homework?,"# Answer to Your Question

Yes, small differences in calculations can count as correct answers on the homework!

According to the course guidelines, **if your numeric answer is close to one of the options, you should choose the closest option.** You don't need to match the options exactly.

## Common reasons for small differences:

- Slightly different filtering
- Different dataset versions
- Floating-point or rounding differences
- Different model/provider behavior

## When to re-check your work:

However, if your answer is **far from every option**, you should:
- Re-check the question
- Verify the dataset version you're using
- Review the GitHub homework instructions

So small differences are expected and acceptable—just make sure you're choosing the closest matching option!","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What are the common reasons my output might not perfectly align with the expected options?,"# Common Reasons Your Output Might Not Perfectly Align with Expected Options

Based on the course context, here are the main reasons:

## Numeric Answer Differences
- **Slightly different filtering** – You may have applied filters differently than expected
- **Different dataset versions** – The dataset used might vary slightly from the expected one
- **Floating-point or rounding differences** – Mathematical calculations can have minor precision variations
- **Different model/provider behavior** – If using an LLM, different providers or models may produce slightly different results

## What to Do
If your numeric answer is **close to one of the options**, you should **choose the closest option**. This is acceptable.

However, if your answer is **far from every option**, you should:
1. Re-check the question wording
2. Verify you're using the correct dataset version
3. Review the GitHub homework instructions
4. Consult the general homework guidance

## JSON/Format Issues
If you're generating structured output:
- The LLM might wrap JSON in markdown code fences or add extra prose
- Use strict JSON output formats (e.g., OpenAI's `response_format={""type"": ""json_object""}`)
- Be explicit in your prompts about the expected output structure

The key takeaway is that **small differences are normal and acceptable** — you should align with the closest matching option rather than expecting exact matches.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
How do I know if my answer is close enough or if I need to redo the entire homework?,"# Answer

Based on the context provided, here's how to know if your answer is close enough:

## For Numeric Answers

**If your numeric answer is close to one of the options, choose the closest option.** Small differences are expected and acceptable due to:
- Slightly different filtering
- Different dataset versions
- Floating-point or rounding differences
- Different model/provider behavior

## When to Redo Your Work

**Redo your work if:**
- Your answer is **far from every option** — this indicates a significant problem

## Steps to Take Before Redoing Everything

1. **Re-check the question** — make sure you understood it correctly
2. **Verify the dataset version** — ensure you're using the right data
3. **Review the GitHub homework instructions** — the instructions on GitHub are more detailed than the course platform page and may clarify issues

## Getting Help

If you're still stuck after these checks, ask in Slack and include your code or command output as text (not screenshots).

The key takeaway: **small numerical differences are normal and acceptable** — only redo the homework if your answer is significantly different from all available options.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
I'm confused about what the Module 1 homework is asking - where should I look first?,"# Module 1 Homework - Where to Start

**Look here first:**

1. **[Module 1 homework instructions on GitHub](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)** - This is the primary source for homework questions and should be your first stop.

2. **[Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)** - Contains supporting materials for the module.

**Important notes:**
- The GitHub instructions often contain important context that may not be on the course platform page
- The homework follows the lesson workflow but typically uses a different dataset or asks you to apply concepts in a different way
- If questions remain unclear after reading the GitHub instructions, ask in Slack with your code or command output as text (not screenshots)

This should help clarify what the homework is asking!","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"The homework instructions on the course platform don't make sense to me, what am I missing?","# Help with Homework Instructions

Based on the course materials, here are some things you might be missing:

## Check the GitHub Instructions First
The homework instructions on the course platform may not contain all the details. Make sure you're reading the **full GitHub homework instructions**, not just the course platform page. The GitHub version often contains important extra context.

For Module 1 (2026 cohort), use:
- [Module 1 homework instructions on GitHub](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

## Verify the Homework is Ready
If the homework title contains `[DRAFT]`, it's still being worked on and the content can change. The homework is only final when:
- ✅ The homework form is open on the course platform
- ✅ The title does NOT contain `[DRAFT]`

## Get Help on Slack
If the instructions are still unclear after reading the GitHub version, ask for help in Slack! When you do:
- Include your code or command output as **text** (not screenshots)
- Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/)

Is there a specific part of the homework that's confusing? If you provide more details, I might be able to help further!","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How is the homework structured compared to the actual lesson content?,"# How Homework is Structured Compared to Lesson Content

Based on the course materials, here are the key differences:

## **Similar Overall Flow**
Homework follows a similar workflow to lessons:
1. Watch lesson videos
2. Work through lesson notebooks/code
3. Read homework instructions
4. Submit answers

However, **homework uses a different dataset or slightly different task** than the lesson.

## **Key Structural Differences**

### **Different Implementation Details**
A good example is Module 2's vector search:
- **In lessons**: `.dot()` is used directly for cosine similarity, assuming embeddings are already normalized (e.g., from OpenAI's `model.encode()`)
- **In homework**: Classic embeddings like TF-IDF + SVD are used, which are **not normalized by default**, requiring manual normalization before computing cosine similarity

### **Content Readiness**
- Homework content may still change if the homework title contains `[DRAFT]`
- It's only final when:
  - The homework form is open on the course platform
  - The title does **not** contain `[DRAFT]`

### **Answer Flexibility**
- Numeric answers don't need to match options exactly—the closest option is acceptable
- Small differences are expected due to filtering, dataset versions, rounding, or model behavior

**Bottom line**: Homework reinforces lesson concepts but applies them to new datasets and scenarios, sometimes with variations in implementation requirements.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
I'm stuck on a homework problem and want to ask for help - what's the best way to do that?,"# Best Way to Ask for Help on Homework

Based on the course guidelines, here's the best way to ask for homework help:

1. **Read the GitHub instructions first** - Don't rely only on the course platform page. Check the official homework instructions on GitHub (for example, the [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)).

2. **Ask in Slack** - Post your question in the course Slack channel.

3. **Follow proper formatting:**
   - Include your code or command output **as text**, not as a screenshot
   - Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/) for how to structure your question

4. **If homework feels unclear** - First make sure you understand what's being asked by reviewing the GitHub materials, which often follow the lesson workflow but may use a different dataset.

This approach helps instructors and peers quickly understand your issue and provide better assistance!","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
Should I be looking at multiple sources to understand the homework requirements?,"# Answer

Yes, you should look at multiple sources to understand the homework requirements. According to the course guidance:

1. **Check the GitHub homework instructions first** - The GitHub instructions often contain important extra context that may not be on the course platform.

2. **Also check the course management platform** - This is useful for submission deadlines and the homework form itself.

For example, if homework questions feel unclear, the recommended approach is to:
- First read the GitHub homework instructions (not only the course platform page)
- The homework follows the lesson workflow but usually uses a different dataset or applies concepts in a slightly different way

So in summary: **Use both the GitHub repository AND the course platform together** to get the complete picture of what's expected. This helps ensure you understand all the requirements, context, and any updates that may only be in one location.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"I'm using a different LLM provider for the homework instead of OpenAI, where should I look to get token counts?","# Getting Token Counts from Different LLM Providers

Based on the course guidance, here's where you should look:

## Check the Model Response Object

**First**, look at your provider's response object for usage information. Most OpenAI-compatible clients return usage data like:
- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

## For Non-OpenAI Providers

If you're using a provider like **Gemini, Mistral, Hugging Face, Groq**, or others:

1. **Check the provider's response object** for its specific usage fields and adapt your code accordingly
2. **Do NOT use `tiktoken` or `cl100k_base`** as a generic tokenizer, since tokenization differs by model

## If Token Usage Isn't Exposed

If your provider doesn't expose token usage in the response:
- **Use that provider's native tokenizer** as an approximation
- For multiple-choice homework questions, choose the closest matching option

## Key Takeaway

Each provider has different response formats, so you'll need to check your specific provider's documentation to find where they store token count information in their response objects.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
How do I extract token usage information from the API response when working with non-OpenAI providers?,"Based on the provided context, here's how to extract token usage information from API responses when working with non-OpenAI providers:

## Key Approach:

1. **Check the provider's response object** for its usage fields and adapt your code accordingly. Different providers expose token count information differently.

2. **Common patterns:**
   - Some OpenAI-compatible clients return usage information like:
     - `response.usage.input_tokens`
     - `response.usage.prompt_tokens`
   - Adjust based on your specific provider's API style

3. **If your provider doesn't expose token usage:**
   - Use that provider's **native tokenizer** as an approximation
   - **Do NOT use `tiktoken` or `cl100k_base`** as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers, because tokenization differs by model

4. **For homework/assessments:**
   - When multiple-choice questions are involved, choose the closest option available

## Important Note:

The context emphasizes that you must respect each provider's specific tokenization method, as different models and providers tokenize text differently. Always consult your provider's documentation to find where token usage information is exposed in their response object.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
